Arrival,date,ID,location,mass,svl,dead,sex,year,Day_of_the_year
First,2021-06-10,BV_SH_0562,T3,17.71,58.63,0,m,2021,161
First,2021-05-10,BV_SH_0656,T1,35.31,68.45,0,f,2021,130
First,2021-05-04,BV_SH_0948,T3,30.28,74.62,0,m,2021,124
First,2021-04-29,BV_SH_1134,T4,24,62.53,0,m,2021,119
First,2021-04-20,BV_SH_1219,T6,32.36,69.84,0,m,2021,110
First,2021-03-31,BV_SH_1222,T2,21,61.51,0,m,2021,90
First,2021-05-04,BV_SH_1357,T4,23,64.42,0,m,2021,124
First,2021-04-20,BV_SH_1441,T2,29.84,67.41,0,m,2021,110
First,2021-04-29,BV_SH_1447,T2,29.37,67.37,0,m,2021,119
First,2021-04-29,BV_SH_1451,T4,20.68,65.959999999999994,0,m,2021,119
First,2021-06-03,BV_SH_1458,T4,15.8,55.84,0,m,2021,154
First,2021-04-25,BV_SH_1461,T1,29.38,64.34,0,m,2021,115
First,2021-04-20,BV_SH_1466,T2,21.63,60.1,0,m,2021,110
First,2021-05-04,BV_SH_1487,T4,19.559999999999999,60.71,0,m,2021,124
First,2021-04-29,BV_SH_1501,T4,20.68,62.4,0,m,2021,119
First,2021-05-04,BV_SH_1507,T4,19.07,64.7,0,m,2021,124
First,2021-04-29,BV_SH_1508,T4,15.08,58.06,0,m,2021,119
First,2021-05-04,BV_SH_1513,T3,NA,NA,0,m,2021,124
First,2021-04-20,BV_SH_1535,S15,29.6,70.92,0,m,2021,110
First,2021-05-26,BV_SH_1578,T3,22.73,58.5,0,m,2021,146
First,2021-05-26,BV_SH_1585,S16,25.85,65.13,0,m,2021,146
First,2021-05-10,BV_SH_1596,T4,20.21,58.98,0,m,2021,130
First,2021-05-10,BV_SH_1597,T1,20.82,64.77,0,f,2021,130
First,2021-04-29,BV_SH_1601,S15,26,59.91,0,f,2021,119
First,2021-04-20,BV_SH_1611,T5,23.66,65.510000000000005,0,m,2021,110
First,2021-05-10,BV_SH_1629,T4,17.91,60.6,0,m,2021,130
First,2021-07-15,BV_SH_1658,T3,23.52,60.16,0,m,2021,196
First,2021-03-31,BV_SH_1771,S15,22.37,62.94,0,m,2021,90
First,2021-03-31,BV_SH_1772,S15,35.47,70.39,0,m,2021,90
First,2021-03-31,BV_SH_1773,S16,32.299999999999997,70.540000000000006,0,m,2021,90
First,2021-03-31,BV_SH_1774,T1,26.7,64.760000000000005,0,m,2021,90
First,2021-03-31,BV_SH_1775,T1,25.71,66.44,0,m,2021,90
First,2021-03-31,BV_SH_1777,T3,22.68,61.76,0,m,2021,90
First,2021-03-31,BV_SH_1779,T4,26.3,65.260000000000005,0,m,2021,90
First,2021-03-31,BV_SH_1780,T5,23.6,62.09,0,m,2021,90
First,2021-04-20,BV_SH_1783,S15,21.71,63.68,0,m,2021,110
First,2021-04-20,BV_SH_1784,S15,34.46,71.150000000000006,0,m,2021,110
First,2021-04-20,BV_SH_1785,T1,21.45,59.66,0,m,2021,110
First,2021-04-20,BV_SH_1786,T1,23.64,64.14,0,m,2021,110
First,2021-04-20,BV_SH_1789,T4,27.16,65.92,0,m,2021,110
First,2021-04-20,BV_SH_1790,T4,18.350000000000001,60.43,0,m,2021,110
First,2021-04-20,BV_SH_1791,T5,24.59,61.47,0,f,2021,110
First,2021-04-20,BV_SH_1792,T6,25.73,62.72,0,m,2021,110
First,2021-04-20,BV_SH_1793,T6,NA,NA,0,m,2021,110
First,2021-04-20,BV_SH_1794,T6,NA,NA,0,f,2021,110
First,2021-04-20,BV_SH_1801,T3,21.89,61.72,0,m,2021,110
First,2021-04-20,BV_SH_1802,T4,17.59,63.98,0,m,2021,110
First,2021-04-20,BV_SH_1803,T4,19.09,56.89,0,m,2021,110
First,2021-04-20,BV_SH_1804,T5,28.42,68.459999999999994,0,m,2021,110
First,2021-04-20,BV_SH_1806,T6,23.69,66.41,0,m,2021,110
First,2021-04-20,BV_SH_1807,T1,25.36,66.44,0,m,2021,110
First,2021-04-20,BV_SH_1808,T1,21.56,67.63,0,m,2021,110
First,2021-04-20,BV_SH_1810,T2,25,64.319999999999993,0,m,2021,110
First,2021-04-25,BV_SH_1811,T1,18.23,60.07,0,m,2021,115
First,2021-04-25,BV_SH_1812,T1,22.58,61.87,0,m,2021,115
First,2021-04-25,BV_SH_1813,T1,21.17,61.91,0,m,2021,115
First,2021-04-25,BV_SH_1814,T1,28,66.06,0,m,2021,115
First,2021-04-25,BV_SH_1815,T1,23.03,62.07,0,m,2021,115
First,2021-04-25,BV_SH_1816,T1,24.67,63.22,0,m,2021,115
First,2021-04-25,BV_SH_1818,T1,NA,NA,0,m,2021,115
First,2021-04-29,BV_SH_1820,T6,20.82,60.76,0,m,2021,119
First,2021-04-25,BV_SH_1823,T6,22.88,63.43,0,m,2021,115
First,2021-04-25,BV_SH_1824,T3,31.14,68.66,0,m,2021,115
First,2021-04-25,BV_SH_1825,T4,31.5,66,0,m,2021,115
First,2021-04-25,BV_SH_1826,T4,17.260000000000002,60.44,0,m,2021,115
First,2021-04-25,BV_SH_1827,T4,31.84,67.47,0,m,2021,115
First,2021-04-25,BV_SH_1828,S15,19.37,59.2,0,m,2021,115
First,2021-04-25,BV_SH_1829,S15,21.99,62.2,0,m,2021,115
First,2021-04-26,BV_SH_1830,T1,27.43,64.040000000000006,0,m,2021,116
First,2021-04-29,BV_SH_1831,T6,19.07,61.59,0,m,2021,119
First,2021-04-26,BV_SH_1832,T3,19.62,57.8,0,m,2021,116
First,2021-04-26,BV_SH_1833,T3,23.88,66.83,0,m,2021,116
First,2021-04-26,BV_SH_1834,T3,29.64,66.14,0,m,2021,116
First,2021-04-20,BV_SH_1835,T3,23.42,61.88,0,m,2021,110
First,2021-04-26,BV_SH_1836,T1,21.81,65.23,0,m,2021,116
First,2021-04-26,BV_SH_1837,T3,23.74,61.92,0,m,2021,116
First,2021-05-26,BV_SH_1839,T1,18.71,58.22,0,m,2021,146
First,2021-04-29,BV_SH_1841,S15,25.69,63.58,0,m,2021,119
First,2021-04-29,BV_SH_1842,T1,20.190000000000001,66.680000000000007,0,m,2021,119
First,2021-04-29,BV_SH_1843,S15,33.619999999999997,70.260000000000005,0,f,2021,119
First,2021-05-10,BV_SH_1849,T4,12.23,53.15,0,m,2021,130
First,2021-04-29,BV_SH_1850,T1,23,63.62,0,m,2021,119
First,2021-04-29,BV_SH_1851,T1,16.739999999999998,56.59,0,m,2021,119
First,2021-04-29,BV_SH_1852,T4,25.55,64.95,0,f,2021,119
First,2021-04-29,BV_SH_1854,T4,18.43,62.35,0,m,2021,119
First,2021-04-29,BV_SH_1855,T4,26.56,63.86,0,f,2021,119
First,2021-04-29,BV_SH_1857,T4,19.62,54.22,0,m,2021,119
First,2021-04-29,BV_SH_1859,T6,26.74,68.209999999999994,0,m,2021,119
First,2021-04-29,BV_SH_1860,T6,17.71,60.05,0,m,2021,119
First,2021-05-04,BV_SH_1865,S16,16.88,61.02,0,m,2021,124
First,2021-04-29,BV_SH_1869,S15,22,58.53,0,m,2021,119
First,2021-05-04,BV_SH_1871,T5,NA,NA,0,m,2021,124
First,2021-05-10,BV_SH_1873,T4,17.18,60.83,0,m,2021,130
First,2021-05-10,BV_SH_1874,S16,15.52,56.9,0,m,2021,130
First,2021-05-04,BV_SH_1877,S16,17.920000000000002,56.51,0,m,2021,124
First,2021-04-29,BV_SH_1880,S15,20.54,61.98,0,m,2021,119
First,2021-04-29,BV_SH_1881,S15,18.55,60.34,0,m,2021,119
First,2021-04-29,BV_SH_1882,S15,NA,NA,0,f,2021,119
First,2021-04-29,BV_SH_1883,T4,NA,NA,0,f,2021,119
First,2021-04-29,BV_SH_1886,T4,22.18,64.94,0,m,2021,119
First,2021-04-29,BV_SH_1888,T4,25.44,65.66,0,m,2021,119
First,2021-04-29,BV_SH_1890,T4,23.37,64.92,0,m,2021,119
First,2021-04-29,BV_SH_1892,T3,20.27,64.73,0,m,2021,119
First,2021-04-29,BV_SH_1893,T3,22.78,67.03,0,m,2021,119
First,2021-04-29,BV_SH_1894,T4,23.25,65.62,0,m,2021,119
First,2021-04-29,BV_SH_1896,T4,NA,NA,0,f,2021,119
First,2021-04-29,BV_SH_1897,T4,NA,NA,0,f,2021,119
First,2021-04-29,BV_SH_1898,T6,23.7,65.98,0,m,2021,119
First,2021-04-29,BV_SH_1899,T6,21.13,65.180000000000007,0,m,2021,119
First,2021-04-25,BV_SH_1900,T6,18,58.7,0,m,2021,115
First,2021-04-29,BV_SH_1901,T6,NA,NA,0,f,2021,119
First,2021-04-29,BV_SH_1906,T2,20.83,63.42,0,m,2021,119
First,2021-06-10,BV_SH_1907,T6,16.350000000000001,55.35,0,m,2021,161
First,2021-04-29,BV_SH_1911,T1,27.19,68.73,0,m,2021,119
First,2021-04-29,BV_SH_1912,T6,22.67,68.05,0,m,2021,119
First,2021-05-04,BV_SH_1913,T4,21.2,61.48,0,m,2021,124
First,2021-05-04,BV_SH_1914,T4,28.49,68.760000000000005,0,m,2021,124
First,2021-05-04,BV_SH_1915,T4,31.6,70.63,0,m,2021,124
First,2021-05-04,BV_SH_1916,T4,19.34,61.3,0,m,2021,124
First,2021-05-04,BV_SH_1917,T4,19.55,59.05,0,m,2021,124
First,2021-05-04,BV_SH_1919,S16,NA,NA,0,f,2021,124
First,2021-05-04,BV_SH_1920,S16,NA,NA,0,m,2021,124
First,2021-05-04,BV_SH_1921,S16,NA,NA,0,f,2021,124
First,2021-05-04,BV_SH_1922,S16,NA,NA,0,m,2021,124
First,2021-05-04,BV_SH_1923,S16,NA,NA,0,f,2021,124
First,2021-05-04,BV_SH_1924,S16,NA,NA,0,m,2021,124
First,2021-05-04,BV_SH_1925,S16,NA,NA,0,f,2021,124
First,2021-05-04,BV_SH_1926,S16,NA,NA,0,f,2021,124
First,2021-05-04,BV_SH_1927,S16,19.11,63.49,0,m,2021,124
First,2021-05-04,BV_SH_1928,T4,20.5,60.17,0,m,2021,124
First,2021-05-04,BV_SH_1929,S16,27,67.62,0,f,2021,124
First,2021-05-04,BV_SH_1930,T1,NA,NA,0,f,2021,124
First,2021-05-04,BV_SH_1931,T1,NA,NA,0,m,2021,124
First,2021-05-04,BV_SH_1932,T1,NA,NA,0,f,2021,124
First,2021-05-04,BV_SH_1933,T1,NA,NA,0,m,2021,124
First,2021-05-04,BV_SH_1934,T1,NA,NA,0,f,2021,124
First,2021-05-04,BV_SH_1935,T1,NA,NA,0,m,2021,124
First,2021-05-04,BV_SH_1936,T1,NA,NA,0,f,2021,124
First,2021-05-04,BV_SH_1937,T1,27.94,62.57,0,m,2021,124
First,2021-05-04,BV_SH_1938,T2,NA,NA,0,m,2021,124
First,2021-05-04,BV_SH_1939,T2,NA,NA,0,f,2021,124
First,2021-05-04,BV_SH_1940,T3,NA,NA,0,m,2021,124
First,2021-05-04,BV_SH_1941,T3,NA,NA,0,f,2021,124
First,2021-05-04,BV_SH_1943,T3,NA,NA,0,f,2021,124
First,2021-05-04,BV_SH_1944,T2,NA,NA,0,m,2021,124
First,2021-05-04,BV_SH_1945,T2,NA,NA,0,f,2021,124
First,2021-05-04,BV_SH_1946,T3,NA,NA,0,m,2021,124
First,2021-05-04,BV_SH_1947,T3,NA,NA,0,f,2021,124
First,2021-05-04,BV_SH_1948,T2,NA,NA,0,m,2021,124
First,2021-05-04,BV_SH_1949,T2,NA,NA,0,f,2021,124
First,2021-05-04,BV_SH_1950,T3,26.64,70.52,0,f,2021,124
First,2021-05-04,BV_SH_1951,T3,23.15,67.09,0,m,2021,124
First,2021-05-04,BV_SH_1952,T3,32,69.900000000000006,0,m,2021,124
First,2021-05-04,BV_SH_1953,T3,22.2,62.88,0,m,2021,124
First,2021-05-04,BV_SH_1954,T3,26.3,64.930000000000007,0,m,2021,124
First,2021-05-04,BV_SH_1955,T3,24.76,65.41,0,m,2021,124
First,2021-05-04,BV_SH_1956,T3,18.45,59.36,0,m,2021,124
First,2021-05-04,BV_SH_1957,T3,15.88,56.25,0,m,2021,124
First,2021-05-04,BV_SH_1960,T4,34,73.959999999999994,0,m,2021,124
First,2021-05-04,BV_SH_1961,T4,25.52,65.19,0,m,2021,124
First,2021-05-04,BV_SH_1962,T4,20.68,60.37,0,m,2021,124
First,2021-05-04,BV_SH_1963,T4,15.76,64.22,0,m,2021,124
First,2021-05-04,BV_SH_1964,T3,19.28,62.14,0,m,2021,124
First,2021-05-04,BV_SH_1966,T3,20.2,67.489999999999995,0,m,2021,124
First,2021-05-04,BV_SH_1967,T3,25.2,67.290000000000006,0,m,2021,124
First,2021-05-04,BV_SH_1969,T4,23.26,65.239999999999995,0,m,2021,124
First,2021-05-04,BV_SH_1970,S15,NA,NA,0,m,2021,124
First,2021-05-04,BV_SH_1971,S15,NA,NA,0,f,2021,124
First,2021-05-04,BV_SH_1972,S15,NA,NA,0,m,2021,124
First,2021-05-04,BV_SH_1973,S15,NA,NA,0,f,2021,124
First,2021-05-04,BV_SH_1974,S15,NA,NA,0,m,2021,124
First,2021-05-04,BV_SH_1975,S15,NA,NA,0,f,2021,124
First,2021-05-04,BV_SH_1976,S15,23.28,56.26,0,f,2021,124
First,2021-05-04,BV_SH_1977,S16,25,63.49,0,m,2021,124
First,2021-05-04,BV_SH_1978,S16,23.1,67.02,0,m,2021,124
First,2021-05-04,BV_SH_1979,S16,21.1,59.91,0,m,2021,124
First,2021-05-04,BV_SH_1980,S16,22.44,62.23,0,m,2021,124
First,2021-05-04,BV_SH_1981,S15,17.2,57.46,0,m,2021,124
First,2021-05-04,BV_SH_1982,S15,21.56,62.93,0,m,2021,124
First,2021-05-04,BV_SH_1983,S15,23.44,64.430000000000007,0,m,2021,124
First,2021-05-04,BV_SH_1984,S15,14.32,55.42,0,m,2021,124
First,2021-05-10,BV_SH_1985,T4,26.51,64.19,0,m,2021,130
First,2021-05-04,BV_SH_1986,S15,25.75,66.56,0,m,2021,124
First,2021-05-04,BV_SH_1987,S15,24.48,63.38,0,m,2021,124
First,2021-05-04,BV_SH_1988,S15,21.32,59.2,0,m,2021,124
First,2021-05-04,BV_SH_1989,S15,20.49,64.14,0,m,2021,124
First,2021-05-04,BV_SH_1990,T4,NA,NA,0,m,2021,124
First,2021-05-04,BV_SH_1991,T4,NA,NA,0,f,2021,124
First,2021-05-04,BV_SH_1993,T5,NA,NA,0,f,2021,124
First,2021-05-04,BV_SH_1994,S16,23.11,67.52,0,m,2021,124
First,2021-05-04,BV_SH_1995,S16,20.52,63.24,0,m,2021,124
First,2021-05-04,BV_SH_1996,S16,28.65,68.25,0,m,2021,124
First,2021-05-04,BV_SH_1998,S16,NA,NA,0,m,2021,124
First,2021-05-04,BV_SH_1999,S16,NA,NA,0,f,2021,124
First,2021-05-04,BV_SH_2000,S16,NA,NA,0,m,2021,124
First,2021-05-04,BV_SH_2001,S16,NA,NA,0,f,2021,124
First,2021-05-04,BV_SH_2002,S16,NA,NA,0,m,2021,124
First,2021-05-10,BV_SH_2003,S15,16.59,61.62,0,f,2021,130
First,2021-05-10,BV_SH_2004,S15,29.32,63.97,0,f,2021,130
First,2021-05-10,BV_SH_2006,S15,19.87,59.63,0,f,2021,130
First,2021-06-15,BV_SH_2009,T4,12.36,56.84,0,u,2021,166
First,2021-05-10,BV_SH_2011,T5,22.6,63.57,0,m,2021,130
First,2021-05-10,BV_SH_2012,T5,24.91,66.650000000000006,0,m,2021,130
First,2021-05-10,BV_SH_2013,T5,25.54,68.3,0,m,2021,130
First,2021-05-10,BV_SH_2014,T5,15.18,57.75,0,m,2021,130
First,2021-05-10,BV_SH_2015,T5,17.149999999999999,58.73,0,m,2021,130
First,2021-05-10,BV_SH_2018,S15,15.72,52.75,0,m,2021,130
First,2021-05-10,BV_SH_2020,T6,30.13,72.38,0,m,2021,130
First,2021-05-10,BV_SH_2021,T6,22.3,63.27,0,m,2021,130
First,2021-05-10,BV_SH_2023,T6,34.15,72.22,0,m,2021,130
First,2021-05-10,BV_SH_2024,T6,20.76,65.069999999999993,0,m,2021,130
First,2021-05-10,BV_SH_2025,S15,16.57,57,0,m,2021,130
First,2021-05-10,BV_SH_2026,T6,18.690000000000001,64.14,0,m,2021,130
First,2021-05-10,BV_SH_2028,T6,27.17,66.13,0,m,2021,130
First,2021-05-10,BV_SH_2029,T6,24.1,63.22,0,m,2021,130
First,2021-05-10,BV_SH_2030,T6,21.1,62.51,0,m,2021,130
First,2021-05-10,BV_SH_2031,T2,19.05,61.72,0,m,2021,130
First,2021-05-10,BV_SH_2032,T2,19.41,62.16,0,m,2021,130
First,2021-05-10,BV_SH_2033,S15,25.33,64.86,0,m,2021,130
First,2021-05-10,BV_SH_2034,S15,21.39,64.16,0,f,2021,130
First,2021-05-10,BV_SH_2035,S15,NA,NA,0,m,2021,130
First,2021-05-10,BV_SH_2036,S15,NA,NA,0,f,2021,130
First,2021-05-10,BV_SH_2037,S15,12.87,56.98,0,m,2021,130
First,2021-05-10,BV_SH_2039,S16,15.67,57.91,0,m,2021,130
First,2021-05-10,BV_SH_2041,S16,19.48,65.819999999999993,0,m,2021,130
First,2021-05-10,BV_SH_2042,T3,16.63,59.07,0,m,2021,130
First,2021-05-10,BV_SH_2046,T4,17.66,58.77,0,m,2021,130
First,2021-05-10,BV_SH_2047,T4,27.83,71.819999999999993,0,f,2021,130
First,2021-05-10,BV_SH_2050,T1,23.03,66.73,0,f,2021,130
First,2021-05-10,BV_SH_2052,S15,17.63,57.05,0,f,2021,130
First,2021-05-10,BV_SH_2053,S15,18.809999999999999,61.59,0,m,2021,130
First,2021-05-10,BV_SH_2054,S15,28.05,66.13,0,m,2021,130
First,2021-05-10,BV_SH_2055,T3,20.81,60.47,0,m,2021,130
First,2021-05-10,BV_SH_2057,T3,21.01,61.99,0,m,2021,130
First,2021-05-10,BV_SH_2058,T3,30.52,71.3,0,m,2021,130
First,2021-05-10,BV_SH_2059,T3,23.59,63.65,0,m,2021,130
First,2021-05-10,BV_SH_2061,T3,27.52,62.76,0,m,2021,130
First,2021-05-10,BV_SH_2062,S15,18.55,57.93,0,m,2021,130
First,2021-05-10,BV_SH_2063,T3,22.73,60.81,0,m,2021,130
First,2021-05-10,BV_SH_2064,T3,20.88,62.58,0,m,2021,130
First,2021-05-10,BV_SH_2065,T3,22.38,64.38,0,m,2021,130
First,2021-05-10,BV_SH_2066,T3,26,68.52,0,m,2021,130
First,2021-05-10,BV_SH_2068,T4,21.45,69.12,0,m,2021,130
First,2021-05-10,BV_SH_2069,T4,32.53,71.12,0,m,2021,130
First,2021-05-10,BV_SH_2071,T4,23.18,64.78,0,m,2021,130
First,2021-05-13,BV_SH_2072,T1,19.420000000000002,60.01,0,f,2021,133
First,2021-05-13,BV_SH_2073,T1,16.489999999999998,56.52,0,m,2021,133
First,2021-05-13,BV_SH_2074,T2,23.61,58.49,0,f,2021,133
First,2021-05-10,BV_SH_2075,T5,16.66,59.78,0,m,2021,130
First,2021-05-10,BV_SH_2076,T5,27.86,70.45,0,m,2021,130
First,2021-05-10,BV_SH_2077,T5,22.26,62.21,0,m,2021,130
First,2021-05-13,BV_SH_2078,T3,23.43,62.62,0,m,2021,133
First,2021-05-10,BV_SH_2079,T5,28.97,68.56,0,m,2021,130
First,2021-05-10,BV_SH_2080,T5,21.68,62.52,0,m,2021,130
First,2021-05-10,BV_SH_2081,T4,NA,NA,0,f,2021,130
First,2021-05-10,BV_SH_2082,T3,NA,NA,0,m,2021,130
First,2021-05-10,BV_SH_2083,T3,NA,NA,0,f,2021,130
First,2021-05-10,BV_SH_2084,T5,15,58.68,0,m,2021,130
First,2021-05-10,BV_SH_2085,T5,24.03,64.790000000000006,0,m,2021,130
First,2021-05-10,BV_SH_2086,T5,15.74,58.54,0,m,2021,130
First,2021-05-10,BV_SH_2087,T5,19.91,61.5,0,m,2021,130
First,2021-05-10,BV_SH_2088,T5,20.75,59.73,0,m,2021,130
First,2021-05-20,BV_SH_2089,T3,25.47,63.3,0,m,2021,140
First,2021-05-20,BV_SH_2091,T3,22.49,58.45,0,m,2021,140
First,2021-05-20,BV_SH_2092,T3,28.07,67.23,0,m,2021,140
First,2021-05-20,BV_SH_2093,T3,21.92,61.33,0,m,2021,140
First,2021-05-20,BV_SH_2094,T3,17.579999999999998,58.88,0,m,2021,140
First,2021-05-20,BV_SH_2096,T1,14.51,50.43,0,m,2021,140
First,2021-05-20,BV_SH_2098,T1,16.100000000000001,56.04,0,m,2021,140
First,2021-05-20,BV_SH_2099,T1,13.75,52.64,0,m,2021,140
First,2021-05-20,BV_SH_2100,T1,30.94,65.5,0,f,2021,140
First,2021-05-20,BV_SH_2101,T1,19.2,58.6,0,m,2021,140
First,2021-05-20,BV_SH_2102,T3,23.12,64.19,0,m,2021,140
First,2021-05-20,BV_SH_2103,T3,26.12,63.85,0,m,2021,140
First,2021-05-20,BV_SH_2106,T3,11.31,59.32,0,m,2021,140
First,2021-05-20,BV_SH_2107,T4,20.23,62.9,0,m,2021,140
First,2021-05-20,BV_SH_2109,T4,20.14,57.8,0,m,2021,140
First,2021-05-20,BV_SH_2111,T4,27.46,63.11,0,f,2021,140
First,2021-05-20,BV_SH_2112,T4,25,62.82,0,f,2021,140
First,2021-05-20,BV_SH_2113,T5,14.72,54.99,0,m,2021,140
First,2021-05-20,BV_SH_2115,T3,21.32,59.29,0,m,2021,140
First,2021-05-20,BV_SH_2116,T3,21.83,61.83,0,m,2021,140
First,2021-05-20,BV_SH_2117,T3,26.34,64.83,0,m,2021,140
First,2021-05-26,BV_SH_2138,T4,NA,NA,0,f,2021,146
First,2021-05-26,BV_SH_2139,T4,NA,NA,0,m,2021,146
First,2021-05-26,BV_SH_2140,T4,NA,NA,0,f,2021,146
First,2021-05-26,BV_SH_2141,T4,NA,NA,0,m,2021,146
First,2021-05-26,BV_SH_2142,T4,28.31,66.16,0,m,2021,146
First,2021-05-26,BV_SH_2143,T3,20.84,63.64,0,m,2021,146
First,2021-05-26,BV_SH_2144,T3,23.16,62.3,0,m,2021,146
First,2021-05-26,BV_SH_2145,T3,23.81,65.91,0,m,2021,146
First,2021-05-26,BV_SH_2147,T3,22.38,62.5,0,m,2021,146
First,2021-05-26,BV_SH_2148,T1,30.78,62.87,0,f,2021,146
First,2021-05-26,BV_SH_2149,T1,31.49,65.510000000000005,0,f,2021,146
First,2021-05-26,BV_SH_2150,T1,13.64,57.15,0,f,2021,146
First,2021-05-04,BV_SH_2152,S15,20.91,60.52,0,m,2021,124
First,2021-05-26,BV_SH_2154,T6,23.82,64.13,0,m,2021,146
First,2021-05-13,BV_SH_2155,T3,18.82,56.32,0,m,2021,133
First,2021-05-26,BV_SH_2156,T4,29.76,66.66,0,m,2021,146
First,2021-05-26,BV_SH_2157,T4,26.73,67.180000000000007,0,m,2021,146
First,2021-05-26,BV_SH_2158,T4,27.31,67.790000000000006,0,m,2021,146
First,2021-05-26,BV_SH_2159,S15,NA,NA,0,f,2021,146
First,2021-05-26,BV_SH_2160,S15,NA,NA,0,m,2021,146
First,2021-05-26,BV_SH_2161,T3,21.1,62.09,0,m,2021,146
First,2021-05-26,BV_SH_2162,T6,32.450000000000003,65.27,0,m,2021,146
First,2021-05-26,BV_SH_2163,T3,NA,NA,0,f,2021,146
First,2021-05-26,BV_SH_2164,T3,NA,NA,0,m,2021,146
First,2021-05-26,BV_SH_2165,T1,NA,NA,0,f,2021,146
First,2021-05-26,BV_SH_2166,T1,NA,NA,0,m,2021,146
First,2021-05-26,BV_SH_2167,T6,16.93,59.23,0,m,2021,146
First,2021-05-26,BV_SH_2168,T6,16.059999999999999,60.49,0,m,2021,146
First,2021-05-26,BV_SH_2170,T3,21.15,60.37,0,m,2021,146
First,2021-05-26,BV_SH_2172,T3,23.96,61.62,0,m,2021,146
First,2021-06-03,BV_SH_2230,T1,19.489999999999998,62.78,0,m,2021,154
First,2021-06-03,BV_SH_2231,T1,21.46,63.59,0,m,2021,154
First,2021-06-03,BV_SH_2232,T3,16.54,53.58,0,f,2021,154
First,2021-06-03,BV_SH_2233,T3,20.88,60.29,0,m,2021,154
First,2021-06-03,BV_SH_2234,T3,21.41,58.76,0,m,2021,154
First,2021-06-03,BV_SH_2236,T3,21.66,61.45,0,m,2021,154
First,2021-06-03,BV_SH_2244,T3,19.09,53.85,0,m,2021,154
First,2021-06-03,BV_SH_2245,T3,21.72,61.9,0,m,2021,154
First,2021-06-03,BV_SH_2248,T3,19.739999999999998,61.03,0,m,2021,154
First,2021-06-03,BV_SH_2249,T4,16.7,56.31,0,m,2021,154
First,2021-06-03,BV_SH_2251,T4,20.79,59.48,0,m,2021,154
First,2021-06-10,BV_SH_2252,T5,21.96,58.19,0,f,2021,161
First,2021-06-10,BV_SH_2253,S16,25.05,64.66,0,f,2021,161
First,2021-06-10,BV_SH_2254,T1,16.260000000000002,57.09,0,f,2021,161
First,2021-06-10,BV_SH_2255,T1,12.7,55.94,0,m,2021,161
First,2021-06-10,BV_SH_2257,T2,27.6,69.59,0,m,2021,161
First,2021-06-10,BV_SH_2258,T2,21.61,60.42,0,m,2021,161
First,2021-06-10,BV_SH_2259,T3,18.489999999999998,58.99,0,m,2021,161
First,2021-06-10,BV_SH_2260,T3,16.399999999999999,57.1,0,m,2021,161
First,2021-06-10,BV_SH_2261,T3,17.7,59.69,0,m,2021,161
First,2021-06-10,BV_SH_2262,T3,13.8,56.26,0,m,2021,161
First,2021-06-10,BV_SH_2263,T4,18.899999999999999,60.73,0,m,2021,161
First,2021-06-10,BV_SH_2264,T4,15.4,59.67,0,m,2021,161
First,2021-06-10,BV_SH_2265,T4,18.38,61.24,0,m,2021,161
First,2021-06-10,BV_SH_2267,T4,18.899999999999999,59.18,0,m,2021,161
First,2021-06-10,BV_SH_2268,T4,22.9,59.18,0,m,2021,161
First,2021-06-10,BV_SH_2269,T4,17.3,53.07,0,f,2021,161
First,2021-06-10,BV_SH_2270,T6,18.86,57,0,m,2021,161
First,2021-06-10,BV_SH_2271,T6,18.55,59.54,0,m,2021,161
First,2021-06-10,BV_SH_2274,T1,24.4,60.05,0,m,2021,161
First,2021-06-10,BV_SH_2275,T1,NA,NA,0,m,2021,161
First,2021-06-10,BV_SH_2276,T1,NA,NA,0,f,2021,161
First,2021-07-07,BV_SH_2279,T3,12.46,50.85,0,f,2021,188
First,2021-06-15,BV_SH_2281,T4,16.82,58.07,0,m,2021,166
First,2021-06-28,BV_SH_2283,T4,12.45,51.42,0,f,2021,179
First,2021-06-10,BV_SH_2286,T,21,63,0,m,2021,161
First,2021-06-15,BV_SH_2288,S15,13.6,56.12,0,m,2021,166
First,2021-06-22,BV_SH_2291,T3,21.45,61.97,0,m,2021,173
First,2021-06-22,BV_SH_2292,T3,17.46,57.7,0,m,2021,173
First,2021-06-22,BV_SH_2294,T3,25.7,58.91,0,f,2021,173
First,2021-06-22,BV_SH_2295,T3,18.649999999999999,59.5,0,f,2021,173
First,2021-06-22,BV_SH_2296,T3,17.18,61.42,0,m,2021,173
First,2021-06-22,BV_SH_2298,T4,30.84,67.55,0,m,2021,173
First,2021-06-22,BV_SH_2300,T4,19.22,62.06,0,m,2021,173
First,2021-06-22,BV_SH_2301,T4,18.850000000000001,57.81,0,m,2021,173
First,2021-06-22,BV_SH_2302,T4,22.31,63.99,0,f,2021,173
First,2021-06-22,BV_SH_2303,T4,17.8,60.94,0,m,2021,173
First,2021-06-22,BV_SH_2305,T6,16.600000000000001,58.76,0,m,2021,173
First,2021-06-22,BV_SH_2306,T6,30.64,67.25,0,m,2021,173
First,2021-06-28,BV_SH_2347,T4,17.420000000000002,56.58,0,m,2021,179
First,2021-06-10,BV_SH_2358,T,22.6,61,0,m,2021,161
First,2021-06-10,BV_SH_2359,T,20.6,56,0,m,2021,161
First,2021-06-10,BV_SH_2360,T,14.9,61,0,m,2021,161
